client_id,first_name,last_name,date_of_birth,gender,country,region,satisfaction_score,age,client_ref,total_properties,total_spend,avg_price,client_type_Individual,acquisition_purpose_Investment,loan_applied_Yes,referral_channel_Client,referral_channel_Website,region_encoded,country_encoded,cluster
C0388,Zachary,Cox,1995-09-24,M,USA,California,4,31,C0388,3,961894.92,320631.64,True,False,False,False,False,8,9,0
C0389,Ronald,Stone,1954-11-18,M,USA,Colorado,3,72,C0389,4,1261549.0899999999,315387.27249999996,True,False,False,False,True,11,9,0
C0390,Steven,Griffin,1942-04-23,M,Canada,Quebec,2,84,C0390,4,1678762.0699999998,419690.51749999996,True,True,False,False,True,40,2,1
C0391,Heather,Long,1966-11-12,F,USA,California,5,60,C0391,3,1035012.9099999999,345004.3033333333,True,False,False,False,False,8,9,0
C0392,Katherine,Adams,1977-06-14,F,USA,Arizona,2,49,C0392,4,1015830.03,253957.5075,True,False,True,False,True,1,9,0
C0393,Nicole,Allen,1988-06-08,F,USA,Arizona,4,38,C0393,4,1616556.78,404139.195,True,False,False,False,False,1,9,2
C0394,Shirley,Foster,1954-11-24,F,USA,Colorado,3,72,C0394,4,1258840.0,314710.0,True,False,True,False,True,11,9,0
C0395,Deborah,Chavez,1959-01-17,F,USA,Florida,1,67,C0395,3,1153134.48,384378.16,True,False,False,False,True,14,9,0
C0396,Charles,Allen,2000-04-17,M,USA,Nevada,5,26,C0396,4,1181447.25,295361.8125,True,False,False,False,False,25,9,3
C0397,Hannah,Williams,2000-09-18,F,USA,California,5,26,C0397,3,793543.27,264514.42333333334,True,False,False,False,True,8,9,0
C0398,Jennifer,Alexander,1948-12-22,F,USA,Texas,1,78,C0398,4,1186693.85,296673.4625,True,False,True,False,False,47,9,3
C0399,Albert,Kim,1984-06-09,M,USA,California,4,42,C0399,4,1229057.49,307264.3725,True,False,False,False,False,8,9,0
C0400,Brandon,Anderson,1959-11-25,M,USA,California,4,67,C0400,4,1360152.99,340038.2475,True,False,False,False,False,8,9,0
C0401,Brian,Anderson,1969-07-21,M,USA,Arizona,5,57,C0401,4,1020913.0700000001,255228.26750000002,True,False,True,False,True,1,9,0
C0402,Brenda,Garcia,1941-02-22,F,USA,Georgia,5,85,C0402,3,1054166.95,351388.98333333334,True,False,False,False,True,15,9,0
C0403,Jennifer,Adams,1963-03-25,F,Australia,New South Wales,1,63,C0403,3,878792.98,292930.99333333335,True,False,False,False,True,26,0,1
C0404,Sara,Cook,1976-12-05,F,France,Normandy,1,50,C0404,3,731788.96,243929.65333333332,True,True,False,True,False,28,4,1
C0405,Horizon,Co,1969-12-25,M,USA,Colorado,1,57,C0405,4,1310963.25,327740.8125,False,False,False,False,False,11,9,0
C0406,Christine,Brown,1960-05-26,F,USA,Colorado,3,66,C0406,4,1317165.12,329291.28,True,False,False,False,True,11,9,0
C0407,Lisa,Freeman,1982-04-23,F,USA,California,2,44,C0407,4,1254494.91,313623.7275,True,False,False,True,False,8,9,0
C0408,Tyler,Rogers,1977-02-03,M,USA,California,3,49,C0408,3,1320497.01,440165.67,True,False,False,False,True,8,9,2
C0409,Timothy,Reyes,1972-09-18,M,USA,Nevada,1,54,C0409,4,1816669.2,454167.3,True,False,True,False,True,25,9,2
C0410,Diane,Johnson,1982-07-13,F,Russia,Saint Petersburg,5,44,C0410,3,1021706.02,340568.67333333334,True,False,True,False,False,42,7,3
C0411,Amanda,Moore,1983-05-09,F,USA,California,2,43,C0411,3,896987.21,298995.73666666663,True,False,False,False,True,8,9,0
C0412,Karen,Richardson,1984-04-24,F,UK,Scotland,5,42,C0412,3,1100376.25,366792.0833333333,True,False,False,False,True,43,8,3
C0413,Brandon,Smith,1940-07-11,M,Canada,British Columbia,3,86,C0413,4,1769126.22,442281.555,True,False,False,False,True,5,2,1
C0414,Brandon,Reed,1962-12-07,M,USA,California,4,64,C0414,4,1412148.94,353037.235,True,False,False,False,True,8,9,2
C0415,Grace,Turner,1980-07-09,F,USA,Nevada,5,46,C0415,4,1305928.3499999999,326482.08749999997,True,False,True,False,False,25,9,3
C0416,Bravada,Co,1981-07-28,M,Germany,North Rhine-Westphalia,5,45,C0416,3,1059532.51,353177.50333333336,False,True,True,True,False,30,5,1
C0417,Peter,Collins,1947-12-03,M,USA,Utah,2,79,C0417,3,1354773.96,451591.32,True,False,False,False,True,48,9,3
C0418,Douglas,Howard,1996-08-20,M,USA,Arizona,5,30,C0418,4,1629486.83,407371.7075,True,False,False,False,False,1,9,2
C0419,Jack,Hansen,1962-11-03,M,USA,Washington,3,64,C0419,4,1174012.19,293503.0475,True,False,True,False,False,53,9,3
C0420,Debra,Reyes,1994-01-04,F,USA,California,5,32,C0420,3,1260096.1600000001,420032.0533333334,True,False,False,False,False,8,9,2
C0421,Zachary,Cox,1975-08-25,M,Germany,Hesse,5,51,C0421,4,1495763.3699999999,373940.84249999997,True,True,True,False,True,17,5,2
C0422,Telnox,Co,1973-11-13,F,USA,California,1,53,C0422,4,1653171.62,413292.905,False,False,True,True,False,8,9,2
C0423,Rachel,Sanders,1950-04-17,F,USA,California,1,76,C0423,3,1068716.19,356238.73,True,False,False,True,False,8,9,0
C0424,Sarah,Stewart,1998-12-04,F,USA,Florida,1,28,C0424,3,1034036.3,344678.76666666666,True,False,False,False,True,14,9,0
C0425,Gerald,Wright,1965-03-11,M,USA,Nevada,2,61,C0425,3,1256932.48,418977.49333333335,True,False,False,False,False,25,9,2
C0426,Julie,Brown,1953-10-07,F,USA,Oregon,4,73,C0426,3,890250.61,296750.2033333333,True,False,True,True,False,37,9,3
C0427,Sarah,Peterson,1994-09-06,F,USA,California,4,32,C0427,4,1457016.31,364254.0775,True,False,True,False,True,8,9,2
C0428,Gloria,Rogers,1962-07-20,F,USA,Oregon,3,64,C0428,4,984451.32,246112.83,True,False,False,False,False,37,9,3
C0429,Danielle,Stone,1995-11-05,F,USA,California,3,31,C0429,4,1503904.1600000001,375976.04000000004,True,False,True,False,True,8,9,2
C0430,Roger,Wood,1974-10-05,M,USA,Nevada,2,52,C0430,3,931141.96,310380.6533333333,True,False,False,False,False,25,9,0
C0431,Austin,King,1969-05-05,M,USA,California,5,57,C0431,4,1544751.33,386187.8325,True,False,True,False,True,8,9,2
C0432,Grandis,Co,1995-02-17,M,USA,California,5,31,C0432,4,1277850.15,319462.5375,False,False,False,False,False,8,9,0
C0433,Ruth,Hughes,1969-03-03,F,USA,California,2,57,C0433,4,1937061.37,484265.3425,True,True,True,False,True,8,9,2
C0434,Amanda,Sanders,1964-12-25,F,Russia,Tatarstan,5,62,C0434,3,1364889.24,454963.08,True,False,False,False,True,46,7,3
C0435,Sara,Richardson,1966-01-25,F,Australia,New South Wales,5,60,C0435,3,908970.34,302990.11333333334,True,False,True,False,True,26,0,1
C0436,Brandon,Jones,1972-05-12,M,USA,Colorado,2,54,C0436,4,1327594.64,331898.66,True,False,True,True,False,11,9,0
C0437,Danielle,James,1990-10-05,F,USA,Texas,1,36,C0437,3,657032.8200000001,219010.94000000003,True,False,False,False,True,47,9,3
C0438,Gregory,Collins,1982-10-09,M,USA,Georgia,1,44,C0438,4,1458641.1,364660.275,True,True,True,True,False,15,9,2
C0439,Larry,Thompson,1956-03-08,M,USA,Virginia,2,70,C0439,3,1273328.62,424442.87333333335,True,False,False,False,False,50,9,3
C0440,Lawrence,Parker,1960-07-13,M,USA,California,1,66,C0440,3,703498.83,234499.61,True,True,False,False,False,8,9,0
C0441,Joan,Foster,1980-10-01,F,Russia,Krasnodar Krai,1,46,C0441,4,1525849.55,381462.3875,True,True,False,False,False,21,7,2
C0442,Sarah,Hansen,1975-04-14,F,USA,Colorado,3,51,C0442,4,1707466.97,426866.7425,True,False,True,False,True,11,9,2
C0443,Noah,Foster,1950-06-22,M,Denmark,Capital Region,1,76,C0443,3,1355839.1,451946.3666666667,True,False,True,False,False,9,3,1
C0444,Jennifer,Martin,1941-03-15,F,USA,California,2,85,C0444,4,1054514.54,263628.635,True,False,False,False,True,8,9,0
C0445,Michelle,Evans,1995-11-12,F,USA,California,2,31,C0445,4,1425691.63,356422.9075,True,False,True,False,True,8,9,2
C0446,Douglas,Thomas,1955-02-01,M,USA,Colorado,2,71,C0446,3,1024655.04,341551.68,True,False,False,False,True,11,9,0
C0447,Patricia,Johnson,1956-06-27,F,USA,New York,2,70,C0447,3,1543592.15,514530.7166666666,True,False,False,False,True,27,9,2
C0448,Mark,White,1980-06-10,M,USA,Nevada,2,46,C0448,3,942066.48,314022.16,True,True,False,False,False,25,9,0
C0449,Jordan,King,1972-06-24,M,USA,Oregon,2,54,C0449,3,1418922.44,472974.14666666667,True,True,False,False,False,37,9,2
C0450,Matthew,Jackson,1992-02-19,M,Mexico,Nuevo Leon,3,34,C0450,4,1555297.3699999999,388824.34249999997,True,False,False,False,True,33,6,2
C0451,Larry,Anderson,1985-09-20,M,Canada,Alberta,5,41,C0451,4,1665967.4100000001,416491.85250000004,True,True,True,True,False,0,2,1
C0452,Brandon,Adams,1967-10-17,M,USA,Washington,3,59,C0452,4,1398358.69,349589.6725,True,False,False,False,True,53,9,3
C0453,Carl,Wood,1993-04-16,M,UK,Scotland,1,33,C0453,4,1321010.76,330252.69,True,True,False,False,True,43,8,3
C0454,Altira,Co,1961-04-01,F,USA,Nevada,4,65,C0454,3,980683.73,326894.57666666666,False,True,False,False,False,25,9,0
C0455,Karen,Williams,1963-02-01,F,USA,California,1,63,C0455,4,1125726.62,281431.655,True,False,False,False,False,8,9,0
C0456,Virginia,Brooks,1995-11-18,F,USA,Oregon,3,31,C0456,3,1349210.55,449736.85000000003,True,False,True,False,True,37,9,2
C0457,Kenneth,Hansen,1980-07-19,M,UK,Wales,1,46,C0457,3,1399940.21,466646.73666666663,True,True,False,False,False,51,8,3
C0458,Thomas,Turner,1995-07-04,M,USA,Oregon,1,31,C0458,4,1382881.81,345720.4525,True,True,False,False,False,37,9,3
C0459,Steven,Johnson,1955-03-23,M,USA,California,3,71,C0459,3,821716.14,273905.38,True,False,False,False,False,8,9,0
C0460,Amanda,Cox,1992-12-25,F,USA,Virginia,1,34,C0460,3,1061349.03,353783.01,True,False,False,False,True,50,9,3
C0461,Jonathan,Peterson,1960-02-16,M,USA,Arizona,1,66,C0461,3,986630.39,328876.7966666667,True,False,False,False,False,1,9,0
C0462,Eric,White,1943-10-22,M,Australia,Victoria,2,83,C0462,4,1606667.68,401666.92,True,False,False,False,False,49,0,1
C0463,Nicholas,Garcia,1970-06-13,M,USA,California,5,56,C0463,4,1235094.73,308773.6825,True,False,False,True,False,8,9,0
C0464,Gregory,Turner,1974-12-11,M,USA,Florida,5,52,C0464,4,1455550.0,363887.5,True,False,False,False,True,14,9,2
C0465,George,Carter,1949-09-02,M,USA,California,3,77,C0465,3,707799.9199999999,235933.30666666664,True,False,False,False,True,8,9,0
C0466,Patricia,Cox,1988-05-19,F,USA,Virginia,2,38,C0466,4,1228651.21,307162.8025,True,True,False,False,True,50,9,3
C0467,Rebecca,Chavez,1952-04-05,F,USA,Ohio,1,74,C0467,3,976066.93,325355.64333333337,True,False,True,False,False,35,9,3
C0468,Raymond,Smith,1952-11-13,M,Mexico,Jalisco,3,74,C0468,3,1267396.7999999998,422465.5999999999,True,True,True,False,True,19,6,2
C0469,Adam,Foster,1997-03-23,M,USA,California,2,29,C0469,4,1518476.47,379619.1175,True,False,False,False,True,8,9,2
C0470,Joan,Anderson,1963-02-17,F,USA,Oregon,1,63,C0470,3,862552.54,287517.51333333337,True,False,False,False,False,37,9,3
C0471,Gary,Collins,1984-06-26,M,USA,Utah,3,42,C0471,3,1084997.39,361665.79666666663,True,True,False,False,False,48,9,3
C0472,Edward,Moore,1951-10-04,M,USA,California,4,75,C0472,3,1277486.3699999999,425828.79,True,False,False,False,True,8,9,2
C0473,Sharon,Price,1981-08-09,F,USA,California,3,45,C0473,4,1304527.6600000001,326131.91500000004,True,False,False,False,False,8,9,0
C0474,Gregory,Young,1995-12-08,M,USA,Nevada,1,31,C0474,4,962015.29,240503.8225,True,False,False,False,True,25,9,0
C0475,William,Brooks,1946-08-18,M,Belgium,Wallonia,2,80,C0475,3,1234470.16,411490.0533333333,True,True,True,False,False,52,1,1
C0476,Steven,Johnson,1997-04-05,M,USA,Florida,3,29,C0476,4,1485303.01,371325.7525,True,False,False,False,False,14,9,2
C0477,Jesse,Stone,1984-02-01,M,USA,California,4,42,C0477,3,1535114.88,511704.95999999996,True,True,True,False,True,8,9,2
C0478,Ashley,Garcia,1940-08-02,F,USA,Ohio,4,86,C0478,3,774892.79,258297.59666666668,True,True,False,False,True,35,9,3
C0479,Virginia,Wright,1978-04-06,F,USA,California,2,48,C0479,4,1172782.93,293195.7325,True,False,True,False,False,8,9,0
C0480,Scott,Bryant,1974-09-16,M,USA,California,4,52,C0480,4,1033261.03,258315.2575,True,False,True,False,True,8,9,0
C0481,Sean,Williams,1976-12-12,M,USA,Arizona,3,50,C0481,4,1365460.24,341365.06,True,False,False,False,False,1,9,0
C0482,Deborah,Brown,1980-10-08,F,USA,New York,3,46,C0482,3,1006132.77,335377.59,True,True,True,False,False,27,9,3
C0483,Kevin,Jackson,1985-11-08,M,USA,Arizona,1,41,C0483,3,881113.79,293704.5966666667,True,True,False,False,True,1,9,0
C0484,Janet,Wright,1989-04-19,F,USA,Texas,3,37,C0484,4,1313240.67,328310.1675,True,True,False,False,True,47,9,3
C0485,Julia,Morales,1991-10-07,F,USA,Arizona,2,35,C0485,3,1000841.1799999999,333613.7266666666,True,False,False,False,True,1,9,0
C0486,Billy,Carter,1999-09-16,M,USA,California,2,27,C0486,3,1090587.66,363529.22,True,True,True,False,True,8,9,0
C0487,Jessica,Williams,1991-10-23,F,USA,Washington,5,35,C0487,4,1576272.71,394068.1775,True,False,False,False,True,53,9,3
C0488,Megan,Jackson,1979-05-11,F,USA,California,4,47,C0488,4,1218265.3599999999,304566.33999999997,True,True,False,False,False,8,9,0
C0489,Austin,Jordan,1950-06-08,M,Germany,Berlin,2,76,C0489,3,1025274.77,341758.25666666665,True,True,False,False,True,4,5,0
C0490,Emily,Wright,1954-01-23,F,USA,Nevada,5,72,C0490,3,1292367.93,430789.31,True,True,True,False,True,25,9,2
C0491,Noah,White,1941-08-05,M,USA,Washington,2,85,C0491,3,1106379.8,368793.26666666666,True,False,False,False,True,53,9,3
C0492,Raymond,Price,2000-05-07,M,USA,Utah,3,26,C0492,4,1300917.1,325229.275,True,False,True,False,True,48,9,3
C0493,Tyler,Hughes,1954-07-06,M,USA,Colorado,3,72,C0493,4,1312198.98,328049.745,True,False,False,False,True,11,9,0
C0494,Grace,Carter,1990-08-03,F,USA,California,3,36,C0494,4,1052676.65,263169.1625,True,False,True,False,True,8,9,0
C0495,Jerry,Hall,1954-02-18,M,USA,California,5,72,C0495,4,1246742.44,311685.61,True,True,False,True,False,8,9,0
C0496,Billy,Reyes,1990-01-04,M,USA,California,4,36,C0496,4,1120376.44,280094.11,True,False,False,False,False,8,9,0
C0497,Emma,Stewart,1985-02-02,F,USA,Arizona,4,41,C0497,3,1330684.99,443561.66333333333,True,True,True,False,True,1,9,2
C0498,Nancy,Collins,1948-11-21,F,Canada,Alberta,2,78,C0498,3,1007455.29,335818.43,True,False,True,False,True,0,2,1
C0499,Lisa,Patterson,1946-02-10,F,USA,Colorado,3,80,C0499,3,897769.81,299256.60333333333,True,False,True,False,False,11,9,0
C0500,Dennis,Howard,1977-03-15,M,USA,California,4,49,C0500,3,1294944.52,431648.17333333334,True,False,True,False,True,8,9,2
C0501,Kenneth,Jackson,1995-11-12,M,USA,Nevada,5,31,C0501,4,1741166.27,435291.5675,True,True,True,False,False,25,9,2
C0502,Madison,Gray,1966-11-28,F,USA,Arizona,4,60,C0502,4,1537989.75,384497.4375,True,False,False,False,True,1,9,2
C0503,Keith,Peterson,1943-09-26,M,USA,Utah,2,83,C0503,4,1432167.34,358041.835,True,True,True,True,False,48,9,3
C0504,Jeffrey,Green,1992-01-14,M,USA,Utah,2,34,C0504,4,1367188.58,341797.145,True,False,False,False,True,48,9,3
C0505,Katherine,Wilson,1995-07-18,F,USA,Arizona,3,31,C0505,3,1043535.21,347845.07,True,False,False,False,False,1,9,0
C0506,Albert,Stone,1967-07-04,M,USA,California,5,59,C0506,3,1122203.03,374067.6766666667,True,False,False,False,False,8,9,2
C0507,Mark,Morales,1951-02-26,M,USA,New York,3,75,C0507,3,1062656.6099999999,354218.86999999994,True,False,False,False,True,27,9,3
C0508,Grace,Weaver,1970-01-06,F,USA,Nevada,5,56,C0508,3,833710.06,277903.35333333333,True,False,False,False,False,25,9,0
C0509,Aaron,Cook,1956-04-02,M,Belgium,Wallonia,3,70,C0509,4,1687930.25,421982.5625,True,False,False,False,True,52,1,1
C0510,Samantha,Evans,1947-08-28,F,France,Brittany,1,79,C0510,3,1094232.67,364744.2233333333,True,True,True,False,True,6,4,1
C0511,Christine,Parker,1954-07-20,F,UK,England,2,72,C0511,3,1090537.6,363512.5333333334,True,False,False,False,True,12,8,0
C0512,Hannah,Flores,1945-06-27,F,USA,Arizona,1,81,C0512,3,1448158.1400000001,482719.38000000006,True,False,False,True,False,1,9,2
C0513,Christian,Morales,1999-03-07,M,USA,Florida,2,27,C0513,3,974596.63,324865.54333333333,True,False,True,False,False,14,9,0
C0514,Rebecca,Evans,1977-08-17,F,USA,Oregon,1,49,C0514,4,1528027.54,382006.885,True,False,True,False,True,37,9,3
C0515,Melissa,Patterson,1963-09-12,F,USA,California,1,63,C0515,4,1561824.93,390456.2325,True,False,True,False,True,8,9,2
C0516,Lawrence,Nelson,1946-04-21,M,USA,Utah,3,80,C0516,4,1437837.49,359459.3725,True,False,False,False,True,48,9,3
C0517,Harold,Thompson,1959-03-20,M,USA,California,5,67,C0517,4,1115807.0,278951.75,True,False,False,True,False,8,9,0
C0518,Lumina,Co,1962-05-22,F,USA,New York,3,64,C0518,4,1633111.65,408277.9125,False,False,False,False,True,27,9,2
C0519,Madison,Freeman,1975-10-04,F,USA,Arizona,3,51,C0519,3,981719.26,327239.75333333336,True,True,False,False,False,1,9,0
C0520,Helen,White,1970-02-11,F,USA,Oregon,3,56,C0520,3,1033523.16,344507.72000000003,True,False,True,False,False,37,9,3
C0521,Stephanie,Allen,1967-04-02,F,Canada,British Columbia,3,59,C0521,4,1074306.5,268576.625,True,False,False,False,True,5,2,1
C0522,Nicole,Campbell,1942-07-13,F,USA,Virginia,5,84,C0522,3,993023.13,331007.71,True,False,False,False,False,50,9,3
C0523,Cynthia,Hansen,1960-08-22,F,USA,Colorado,2,66,C0523,3,928962.95,309654.31666666665,True,False,False,False,False,11,9,0
C0524,Harold,Thompson,1953-05-24,M,USA,Washington,3,73,C0524,3,801104.6900000001,267034.89666666667,True,False,False,False,True,53,9,3
C0525,Frank,Gray,1950-06-12,M,USA,Arizona,4,76,C0525,4,1629457.52,407364.38,True,False,True,False,False,1,9,2
C0526,Harold,Green,1968-02-28,M,Germany,Bavaria,5,58,C0526,3,1301139.77,433713.25666666665,True,False,False,False,True,3,5,2
C0527,Andrew,Baker,1979-07-19,M,USA,California,2,47,C0527,3,1138099.7,379366.56666666665,True,False,False,False,True,8,9,0
C0528,Benjamin,Davis,2000-08-09,M,USA,Washington,2,26,C0528,3,1118472.87,372824.29000000004,True,True,False,True,False,53,9,3
C0529,Paul,Jordan,1973-11-14,M,USA,Nevada,4,53,C0529,4,1268138.95,317034.7375,True,False,True,False,True,25,9,0
C0530,Patricia,Reed,1952-09-07,F,USA,Utah,2,74,C0530,4,1559124.69,389781.1725,True,False,True,False,False,48,9,3
C0531,Emily,White,1976-09-19,F,USA,California,1,50,C0531,4,1911300.7799999998,477825.19499999995,True,False,False,False,True,8,9,2
C0532,Lauren,Moore,1979-08-12,F,Belgium,Flanders,2,47,C0532,4,1075202.77,268800.6925,True,False,False,False,True,13,1,1
C0533,Jeffrey,Williams,1963-09-06,M,USA,Nevada,1,63,C0533,4,990028.19,247507.0475,True,True,False,False,False,25,9,0
C0534,Bryan,Miller,1958-02-21,M,USA,California,1,68,C0534,3,1133195.2,377731.73333333334,True,True,False,False,False,8,9,0
C0535,Judith,Allen,1987-12-22,F,UK,Wales,3,39,C0535,3,1299053.94,433017.98,True,False,False,False,False,51,8,3
C0536,Brittany,Weaver,1956-03-14,F,USA,Arizona,5,70,C0536,3,983106.8400000001,327702.28,True,True,True,False,True,1,9,0
C0537,Carl,Baker,1962-04-25,M,USA,Florida,2,64,C0537,4,1490327.5,372581.875,True,False,False,True,False,14,9,2
C0538,Richard,Pierce,1969-04-23,M,USA,California,1,57,C0538,4,1206897.7000000002,301724.42500000005,True,False,True,False,False,8,9,0
C0539,Lawrence,Bryant,1991-02-25,M,USA,California,1,35,C0539,4,1645321.2,411330.3,True,True,True,False,False,8,9,2
C0540,Anna,Long,1997-02-27,F,USA,New York,3,29,C0540,3,494173.31,164724.43666666668,True,False,False,False,False,27,9,0
C0541,Anthony,Garcia,2000-03-22,M,UK,Northern Ireland,3,26,C0541,4,1721673.54,430418.385,True,False,False,False,False,31,8,2
C0542,Lumina,Co,1985-09-26,M,Mexico,Mexico City,3,41,C0542,4,1195819.4,298954.85,False,False,False,False,True,23,6,0
C0543,Joan,Parker,1947-07-23,F,USA,Texas,2,79,C0543,3,753145.67,251048.55666666667,True,False,True,False,True,47,9,3
C0544,Kevin,White,1974-10-16,M,USA,Utah,2,52,C0544,4,1636756.28,409189.07,True,False,False,False,True,48,9,3
C0545,Paul,Griffin,1942-08-04,M,USA,Colorado,1,84,C0545,3,1260126.39,420042.12999999995,True,False,True,False,False,11,9,2
C0546,Samuel,Flores,1967-12-23,M,Canada,Manitoba,4,59,C0546,3,795528.06,265176.02,True,False,False,True,False,22,2,1
C0547,Diane,Allen,1947-09-20,F,USA,California,2,79,C0547,4,1178457.95,294614.4875,True,True,False,False,False,8,9,0
C0548,Christopher,Foster,1980-04-11,M,USA,California,2,46,C0548,3,1047476.9299999999,349158.9766666666,True,False,False,False,False,8,9,0
C0549,Daniel,Sanders,1972-10-15,M,USA,Florida,4,54,C0549,3,941219.76,313739.92,True,False,False,False,True,14,9,0
C0550,Vertex,Co,1967-04-09,F,USA,Nevada,1,59,C0550,4,1414568.09,353642.0225,False,False,False,False,False,25,9,2
C0551,Billy,Freeman,1960-05-17,M,USA,California,4,66,C0551,3,1007397.56,335799.1866666667,True,True,False,False,True,8,9,0
C0552,Kyle,Cook,1965-10-20,M,USA,Virginia,3,61,C0552,3,1141476.56,380492.1866666667,True,True,False,False,False,50,9,3
C0553,James,Bell,1978-11-26,M,USA,Arizona,3,48,C0553,3,821534.9400000001,273844.98000000004,True,False,False,False,True,1,9,0
C0554,Carl,Moore,1948-12-24,M,Australia,Victoria,1,78,C0554,4,1643592.85,410898.2125,True,False,True,False,False,49,0,1
C0555,Aaron,Nelson,1971-04-23,M,USA,California,4,55,C0555,3,1064533.27,354844.42333333334,True,True,True,False,False,8,9,0
C0556,Zachary,Sanders,1958-10-17,M,USA,Colorado,5,68,C0556,3,1335478.18,445159.3933333333,True,False,False,False,True,11,9,2
C0557,Judy,Griffin,1941-09-25,F,USA,Utah,2,85,C0557,3,733161.98,244387.32666666666,True,True,False,False,True,48,9,3
C0558,Cheryl,Wood,1974-10-23,F,Denmark,North Denmark,3,52,C0558,3,1033995.96,344665.32,True,False,False,False,True,29,3,1
C0559,Corvus,Co,1969-08-18,M,USA,California,5,57,C0559,4,1004028.87,251007.2175,False,False,False,True,False,8,9,0
C0560,Janice,Nelson,1988-04-20,F,Australia,South Australia,3,38,C0560,3,1433718.12,477906.04000000004,True,False,False,False,True,44,0,1
C0561,Bravada,Co,1962-11-20,F,USA,Arizona,3,64,C0561,4,1589252.43,397313.1075,False,True,False,False,True,1,9,2
C0562,Judy,Peterson,1940-11-23,F,USA,Utah,5,86,C0562,4,1423675.7200000002,355918.93000000005,True,True,True,False,True,48,9,3
C0563,William,Howard,1991-01-22,M,USA,California,2,35,C0563,4,1012807.9299999999,253201.98249999998,True,False,True,False,False,8,9,0
C0564,Scott,Adams,1952-09-02,M,USA,Texas,1,74,C0564,3,1135017.6,378339.2,True,False,False,False,False,47,9,3
C0565,Austin,Wood,1985-09-26,M,France,Brittany,1,41,C0565,3,1043494.3200000001,347831.44,True,False,False,False,True,6,4,1
C0566,Janice,Miller,2000-12-09,F,USA,Oregon,4,26,C0566,4,1167701.9,291925.475,True,True,True,False,False,37,9,3
C0567,Megan,Chavez,1953-10-07,F,Russia,Saint Petersburg,2,73,C0567,4,1869286.1,467321.525,True,True,True,False,False,42,7,2
C0568,Timothy,Wright,1953-09-04,M,USA,California,3,73,C0568,3,944335.88,314778.62666666665,True,False,False,False,True,8,9,0
C0569,Mary,Cook,1971-12-05,F,USA,California,5,55,C0569,3,1384749.3,461583.10000000003,True,False,True,True,False,8,9,2
C0570,Hannah,Peterson,1965-06-03,F,France,Occitanie,5,61,C0570,4,1527210.47,381802.6175,True,False,True,False,True,34,4,1
C0571,Adam,Chavez,1966-07-03,M,USA,California,3,60,C0571,4,1549969.49,387492.3725,True,False,False,False,True,8,9,2
C0572,Ann,Johnson,1993-11-12,F,USA,California,5,33,C0572,4,1519677.44,379919.36,True,True,False,False,True,8,9,2
C0573,Altira,Co,1977-04-24,M,USA,Georgia,4,49,C0573,3,785842.76,261947.58666666667,False,False,True,False,False,15,9,0
C0574,Gerald,Cox,1968-09-15,M,USA,California,2,58,C0574,4,1261906.32,315476.58,True,False,False,False,False,8,9,0
C0575,Brian,Hansen,1966-01-21,M,USA,California,2,60,C0575,3,1018391.27,339463.75666666665,True,True,False,False,True,8,9,0
C0576,Terry,Reyes,1959-02-24,M,Germany,Hamburg,1,67,C0576,3,1047406.79,349135.5966666667,True,False,False,True,False,16,5,1
C0577,Christopher,Miller,1989-05-18,M,USA,Arizona,3,37,C0577,3,693899.0099999999,231299.66999999995,True,False,False,False,True,1,9,0
C0578,Lauren,Rogers,1999-07-22,F,USA,Arizona,5,27,C0578,3,707276.53,235758.84333333335,True,False,True,True,False,1,9,0
C0579,Christopher,Ward,1941-09-04,M,USA,Texas,3,85,C0579,3,1198428.6400000001,399476.2133333334,True,True,False,False,True,47,9,3
C0580,Heather,Watson,1948-11-01,F,USA,California,2,78,C0580,4,2158954.7800000003,539738.6950000001,True,False,True,True,False,8,9,2
C0581,Kimberly,Stewart,1957-12-21,F,USA,California,5,69,C0581,4,1029755.56,257438.89,True,True,True,False,True,8,9,0
C0582,Teresa,Pierce,1940-02-10,F,USA,Washington,3,86,C0582,3,708559.1499999999,236186.3833333333,True,True,True,False,True,53,9,3
C0583,Kevin,Scott,1986-10-27,M,USA,California,2,40,C0583,4,1237228.18,309307.045,True,False,False,False,False,8,9,0
C0584,Janice,Taylor,1982-11-03,F,USA,California,5,44,C0584,3,1135691.62,378563.87333333335,True,False,False,False,True,8,9,2
C0585,Anthony,Edwards,1961-02-07,M,USA,Colorado,3,65,C0585,4,1003690.1799999999,250922.54499999998,True,False,False,False,False,11,9,0
C0586,Noah,Morales,1977-06-14,M,USA,California,2,49,C0586,3,1226524.31,408841.4366666667,True,False,True,True,False,8,9,2
C0587,Pamela,Richardson,1992-11-24,F,USA,New York,4,34,C0587,4,1093439.8399999999,273359.95999999996,True,False,False,False,True,27,9,0
C0588,Janice,White,1989-11-20,F,USA,Florida,2,37,C0588,4,1495976.1400000001,373994.03500000003,True,False,False,False,True,14,9,2
C0589,Christopher,Williams,1946-09-21,M,USA,Texas,5,80,C0589,4,1982246.22,495561.555,True,True,False,True,False,47,9,2
C0590,Arthur,Campbell,1966-09-16,M,UK,Scotland,2,60,C0590,4,1105388.8900000001,276347.22250000003,True,True,False,False,True,43,8,3
C0591,Dorothy,Long,1968-09-03,F,USA,Nevada,1,58,C0591,3,1336217.65,445405.8833333333,True,False,False,False,True,25,9,2
